Simulation Results from reaction file: /Users/blink/Documents/Teaching/ Coursework_2025-2026/Chem_3530_2026/Kinetiscope/MM1.rxn
The simulation was run on Saturday, 7 February 2026 15:22:14 AST
This table was created on Saturday, 7 February 2026 15:22:32 AST
--------------------------------------

           Data           Time              E             ES              P              S              
          Point            sec     mole/liter     mole/liter     mole/liter     mole/liter              
              
            281      34.982196    1.00001e-06              0    0.031165312    0.068834688              
            282      35.109722    1.00001e-06              0    0.031294313    0.068705687              
            283      35.236634    1.00001e-06              0    0.031413314    0.068586686              
            284      35.364559    1.00001e-06              0    0.031538315    0.068461685              
            285      35.492513    1.00001e-06              0    0.031669317    0.068330683              
            286      35.620837    1.00001e-06              0    0.031780318    0.068219682              
            287      35.750505    1.00001e-06              0    0.031898319    0.068101681              
            288      35.878607    1.00001e-06              0     0.03199432     0.06800568              
            289      36.006104    1.00001e-06              0    0.032115321    0.067884679              
            290      36.135254    1.00001e-06              0    0.032231322    0.067768678              
            291      36.262035    1.00001e-06              0    0.032321323    0.067678677              
            292      36.391253    1.00001e-06              0    0.032420324    0.067579676              
            293      36.518712    1.00001e-06              0    0.032525325    0.067474675              
            294       36.64691    1.00001e-06              0    0.032621326    0.067378674              
            295      36.774201    1.00001e-06              0    0.032738327    0.067261673              
            296      36.901995    1.00001e-06              0    0.032845328    0.067154672              
            297      37.029478    1.00001e-06              0     0.03296933     0.06703067              
            298      37.157333    1.00001e-06              0    0.033084331    0.066915669              
            299      37.285177    1.00001e-06              0    0.033200332    0.066799668              
            300      37.415469    1.00001e-06              0    0.033318333    0.066681667              
            301      37.543995    1.00001e-06              0    0.033434334    0.066565666              
            302       37.67353    1.00001e-06              0    0.033535335    0.066464665              
            303      37.803034    1.00001e-06              0    0.033650337    0.066349663              
            304      37.931376    1.00001e-06              0    0.033755338    0.066244662              
            305      38.061557    1.00001e-06              0    0.033864339    0.066135661              
            306      38.190589    1.00001e-06              0     0.03398334     0.06601666              
            307      38.316627    1.00001e-06              0    0.034087341    0.065912659              
            308       38.44454    1.00001e-06              0    0.034187342    0.065812658              
            309      38.572852    1.00001e-06              0    0.034293343    0.065706657              
            310      38.701875    1.00001e-06              0    0.034400344    0.065599656              
            311      38.829711    1.00001e-06              0    0.034496345    0.065503655              
            312      38.959181    1.00001e-06              0    0.034608346    0.065391654              
            313       39.08886    1.00001e-06              0    0.034732347    0.065267653              
            314      39.217863    1.00001e-06              0    0.034841348    0.065158652              
            315      39.345616    1.00001e-06              0    0.034942349    0.065057651              
            316      39.474117    1.00001e-06              0    0.035057351    0.064942649              
            317      39.602569    1.00001e-06              0    0.035167352    0.064832648              
            318        39.7308    1.00001e-06              0    0.035284353    0.064715647              
            319      39.859814    1.00001e-06              0    0.035384354    0.064615646              
            320      39.988062    1.00001e-06              0    0.035506355    0.064493645              
            321      40.116696    1.00001e-06              0    0.035623356    0.064376644              
            322      40.248673    1.00001e-06              0    0.035746357    0.064253643              
            323      40.376947    1.00001e-06              0    0.035850358    0.064149641              
            324      40.505517    1.00001e-06              0     0.03597036     0.06402964              
